price,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12
319525.4015709299,59.28802707811576,81.15184706218832,41.39624956958795,29.26420497404363,36.67802195520107,37.47935310826417,60.15600029756448,45.775969986338595,63.66954067608843,74.82679812896987,19.296424626829957,56.46904031604869
386075.7465489678,1.006369565609333,47.6083985968232,62.96183027065931,56.651827427121816,29.762417966413825,42.86859808129494,51.35341672340036,37.69177017324486,90.00455701138151,18.020270731629008,28.363721119324037,83.97460495181505
341105.35042865755,47.58261958572228,52.31559899920758,77.85842640282813,13.741442640032385,6.859959090399603,68.30566188960165,78.21373294385106,70.23351294557564,77.39527407318964,38.90231445324828,34.992453109278124,37.68836548013345
317953.2731987587,70.87703909410486,25.052058641717856,85.15577942834894,34.971218472805745,35.25275316392329,60.09477895248134,88.70781975855404,20.732410502995158,12.886535475059091,3.7600181564812596,20.395671841312268,49.967599625985926
269461.9197355619,4.39754320240906,60.50430168104724,81.64127137140636,5.321637916190736,23.21960462976749,7.048297949781201,0.20119204715881578,7.4279539476724725,6.665736611578021,1.1787739180724288,53.95282826303711,8.130241162434704
358357.64522666245,87.95214830237302,30.290480866983504,16.6077088593418,37.90681437821276,76.29273380216685,15.747785907740697,97.36269962839451,36.60266251190525,94.20892991594211,99.62678716348444,56.94768885174323,32.415520333291994
275034.88450507703,52.00814166356731,57.72840145429821,82.83895525035857,11.415134572311047,11.162829985626132,7.0555686922346155,34.41207369729149,34.06353447219676,16.160410142125702,48.819665805543686,77.95808337367227,91.56513062006972
456709.2003128319,3.066104832571792,16.967811557406986,5.862905888377212,56.1812911802296,14.368104195420505,3.4590125754266787,39.912734167219234,12.05241030781643,62.91561652063442,37.202476397191994,69.55145248244689,85.34523716298062
485465.1042004117,22.44136119208402,15.94690923411588,20.01706815505686,64.15937343956617,27.85103008781139,77.60049179450405,36.76832004416825,85.45622958463828,23.57656600509107,19.617209456397834,24.580421136504082,59.4156501367661
253376.60753031107,95.3675696427313,41.702974119199354,62.29267200659891,98.70915366766958,28.80268293353051,85.09589076629858,84.43633833288872,66.81477881082081,51.554813038174444,80.71922450885462,15.750628881122742,90.53655477983551
416690.0152330658,58.23197330520553,42.68195151105408,11.469252544690434,19.513866225944,84.6304936696113,41.617783222611635,73.67926389405031,2.579116348956856,48.75238990730117,70.57527195301479,90.38797122369525,42.692771520585715
311557.96790116176,10.747256776880453,26.810926491253905,60.334759505620006,20.72021488024639,79.12836564504873,96.88407845223875,17.891089259478022,54.015955710778506,71.87292963814043,0.15561979296321304,82.5634940263345,93.76107172016239
327217.8244375729,28.75445022805615,13.159685036669,30.79656913635638,94.74195185897652,57.86356332052254,86.3597702236331,40.80935557579406,15.38031869501718,82.05372927310569,77.12266730402362,0.7439828640510848,94.5870800692303
470238.65531706443,45.67036258604842,3.9210539213897055,42.94665851546483,86.46408384568184,28.858867886004656,86.03850438750797,0.2726731562018414,51.12201367466628,99.88548372374765,11.148274515070987,2.342707135716826,56.99678314641291
128414.42327915478,2.0950069267730465,2.5231827287816144,31.515150344547806,61.60540494372189,31.887835321099235,36.718439993293686,80.31133212364647,77.12525593729495,20.852768200297056,94.86326801840332,48.882731865953176,5.0203186325068705
134851.7198806163,41.16155136137588,27.155029000647566,7.017356786490447,84.1407236750209,59.22182749826447,95.43471631043495,23.62804762194264,41.305361606506075,43.66634728579739,33.27360839555057,83.83399694730528,88.46619378615642
108087.35897613029,48.94586354346981,46.18534421619371,50.075875292196095,20.969214472148845,73.9866558764824,74.89298456338638,8.30166902934224,59.68648886858996,37.60083972612792,45.11027753265111,92.53392899626607,91.13883286594711
433047.9382191752,24.36778752812322,72.6243281306127,96.35994443948874,87.4028822863436,38.40980551084494,35.36924291077245,66.0768968684528,54.6438929059197,3.3794317335105295,0.4980905673753422,19.396061097362406,94.30536033750413
411262.7003799402,58.86390002919866,47.4871700714009,61.178334816012715,86.73075096746405,50.956202864437515,88.88328939449607,21.909560617157055,57.7605859758019,23.68270236677357,82.43926884444718,80.93460419391567,47.20196754114184
448004.85929872765,75.32401195921769,90.40508194352817,30.003187161712532,24.811224848006262,88.8033136532694,0.41122999651288517,54.90076836798171,47.81171345106577,54.6448771244214,30.81682542302372,41.60079030318201,29.129317672055212
491447.3368931056,23.58342241056355,3.5219804575407077,95.61498341240191,50.837331425987976,64.97908567084308,57.1591041233883,16.120490427020286,16.70319648584453,87.69433979156692,55.6446876169447,65.19715493648026,8.751297476666064
419663.42568668944,62.04999002799877,18.066062154063435,38.92372519522274,92.97742638910044,53.555013204190004,52.01727930021924,79.01083527645963,24.161426951295873,31.379771710029093,92.66007970596743,31.5542205069952,87.93348236982827
284591.7449011727,63.96222429637416,33.85144927701427,69.75177338688435,67.91499961674852,7.122246114189124,8.178994053026189,98.19735252211879,89.40493466169495,70.14227841198687,15.62223832155636,12.597188679453042,72.30202753945643
412211.6705145822,94.8540301128841,57.749618806512245,63.41128049224443,66.05191053207406,17.601521177791103,86.23564895026867,10.749205818689555,73.82064873596961,94.0097763752319,86.73296129309216,70.75453195315973,80.18056176960744
147309.77034757327,77.82761672964438,85.27361578939424,95.29108480388516,55.97646005643659,20.099158381562333,28.171116761250016,84.14126108723472,98.28658385565365,17.936689149066876,50.02389308425548,30.806930834026105,76.90663338545309
355968.40853100957,84.8345269790006,35.02019519565764,91.4602694494837,26.88315646932502,62.31482924522946,37.635007945304864,48.978955207771826,5.41300762443897,10.85705844184266,92.44561740566206,2.9723206038613115,81.73654600125836
157341.31496361856,49.04199084362752,26.79886825044201,14.800405635003122,97.84153715112589,10.811275170455003,47.51534144294091,5.141086529764349,31.657210452031347,98.65377746695222,82.23550501864258,96.67930377441306,11.098966587297632
477867.56681983353,18.534858697938283,6.188916884289575,8.568587472942246,44.750964562218286,2.899486998162648,81.69348304723988,52.13075950418605,95.92876905305316,5.002589107697785,44.29800306590889,42.879515282372424,33.827808488206465
308739.3287000287,99.5815292959635,82.13034776981041,80.96423277988296,31.145009655296384,36.03505576518653,59.493803077295894,48.19229192234222,43.93788109066712,28.100706487069903,8.871177071474401,9.930771544245864,81.41704495913136
265864.7759962095,12.93557610386996,37.966644320667896,90.49432132968231,72.85807096817771,71.88591785088076,56.395720352745684,89.14130029311119,60.43374463328397,86.93397812757618,3.019745488202563,81.24265934068042,73.427611200571
205822.24484185077,47.14573193542654,57.15501954169343,49.297360392289946,60.770481326046756,69.32493543020594,36.237757592558914,34.03917872037828,56.974143926323826,27.542025436413155,87.42308098340757,84.86043195889104,76.67563579854878
409693.47577368666,6.809309924210661,98.35554181712205,69.07612738337751,34.22413082046126,79.26703519503891,27.968467179171963,75.74921665765723,14.068940320214573,17.55308378387871,47.42849174583688,30.13500835540618,75.96107191910933
282460.1328866194,94.38508573508196,0.15945706042945762,6.9788280178418205,30.379159085703733,69.62482562693096,47.81202319371778,13.2306010044691,73.11042985282442,78.18311826883816,66.36949079277515,68.27649166038371,6.69200347356651
327373.5795474594,96.49249408484395,14.545014069886598,21.98043978564719,21.450668516253234,61.32855786014619,25.57335320315858,38.85032525578892,5.831259847690784,72.57041046364968,88.16484142088524,12.023668822261724,82.60735735832512
107515.92017454206,71.93890620039735,77.91109940193554,14.937619465672114,7.848643674025945,48.61620967576452,33.95114382042821,53.935883642754376,53.7962891491907,10.777282854360703,30.46589914846971,38.70808755549934,8.591264894819517
347054.1988303508,34.99928436301689,80.51274852078379,60.116058355003396,62.57109065192588,20.849832048797058,44.03763349468267,18.15223052946714,55.26377842181323,50.17920812331048,89.57630183913476,22.151697416532446,82.24053397443804
344838.28908896854,25.438240111762433,76.92471190327555,19.753989376610715,50.56936381437552,56.85480558566181,84.35008643936305,19.77700297842594,20.184845040245627,89.34767534227626,2.753243942768835,24.558338126439928,31.70882864162625
346773.5987499028,26.53033245370474,53.699889104282924,5.984631555085063,23.484841075284614,63.66247482083411,93.05106167465388,24.53408817155971,75.04242255351292,42.40662346867426,27.992567873413254,96.47857506962397,21.212411369450212
477499.2314058497,12.729402542007474,97.88569810230561,30.220728273601072,5.512452558336268,12.374332841471624,82.9741369555985,74.27964466219795,89.61768162502534,22.217531027078998,81.17663950996238,3.4675717592776434,19.590593045527193
372728.11964139336,52.58089530767229,39.61845599953205,67.72124291139528,1.8901068263763698,56.514733860313484,52.56997148931065,94.34909059114109,97.90679995575177,69.4386494245736,85.32203183236466,55.07324685894167,7.72263544147439
243803.1602295144,14.18172757014775,60.19436981131123,57.78637242618545,73.84959296651174,9.77487131935516,71.15572532942754,12.715529485579868,2.68169361396311,22.79417647849723,94.48353953575864,63.640346352747436,49.826300731456726
